Date,Open,High,Low,Close,Volume,^GSPC,^IXIC,^DJI,^N225,^HSI,INR=X,JPY=X,CNY=X,^INDIAVIX,^VIX,BZ=F,GC=F,SI=F,NG=F,HG=F,ZW=F,^TNX,DX-Y.NYB,Future_Close,Pct_Change_1M,Target_1M
2018-01-19,10829.2001953125,10906.849609375,10793.900390625,10894.7001953125,207600,2810.300048828125,7336.3798828125,26071.720703125,23808.060546875,32254.890625,63.86759948730469,111.0260009765625,6.420599937438965,13.979999542236328,11.270000457763672,68.61000061035156,1331.9000244140625,16.975000381469727,3.184999942779541,3.1670000553131104,422.75,2.63700008392334,90.56999969482422,10397.4501953125,-4.564145787269523,Fall
2018-01-22,10883.2001953125,10975.099609375,10881.400390625,10966.2001953125,231600,2832.969970703125,7408.02978515625,26214.599609375,23816.330078125,32393.41015625,63.83209991455078,110.68399810791016,6.402999877929688,15.390000343322754,11.029999732971191,69.02999877929688,1330.9000244140625,16.930999755859375,3.2239999771118164,3.177500009536743,425.75,2.664999961853028,90.4000015258789,10382.7001953125,-5.320895019310489,Fall
2018-01-23,10997.400390625,11092.900390625,10994.5498046875,11083.7001953125,284600,2839.1298828125,7460.2900390625,26210.810546875,24124.150390625,32930.69921875,63.88010025024414,110.96600341796876,6.404399871826172,16.229999542236328,11.100000381469728,69.95999908447266,1335.699951171875,16.854999542236328,3.444000005722046,3.0894999504089355,421.5,2.624000072479248,90.12000274658205,10491.0498046875,-5.347044580614357,Fall
2018-01-24,11069.349609375,11110.099609375,11046.150390625,11086.0,283400,2837.5400390625,7415.06005859375,26252.119140625,23940.779296875,32958.69140625,63.7504997253418,110.10700225830078,6.402900218963623,18.040000915527344,11.470000267028809,70.52999877929688,1355.9000244140625,17.424999237060547,3.509000062942505,3.2084999084472656,433.0,2.6540000438690186,89.20999908447266,10582.599609375,-4.540865872496843,Fall
2018-01-25,11095.599609375,11095.599609375,11009.2001953125,11069.650390625,330300,2839.25,7411.16015625,26392.7890625,23669.490234375,32654.44921875,63.57789993286133,109.32599639892578,6.36929988861084,17.510000228881836,11.579999923706056,70.41999816894531,1362.4000244140625,17.551000595092773,3.447000026702881,3.1989998817443848,434.5,2.621000051498413,89.38999938964844,10554.2998046875,-4.655527209549054,Fall
2018-01-29,11079.349609375,11171.5498046875,11075.9501953125,11130.400390625,241700,2853.530029296875,7466.509765625,26439.48046875,23629.33984375,32966.890625,63.56999969482422,108.63899993896484,6.315899848937988,17.889999389648438,13.84000015258789,69.45999908447266,1362.4000244140625,17.551000595092773,3.63100004196167,3.1989998817443848,449.25,2.6989998817443848,89.30999755859375,10492.849609375,-5.728012999307745,Fall
2018-01-30,11120.849609375,11121.099609375,11033.900390625,11049.650390625,228000,2822.429931640625,7402.47998046875,26076.890625,23291.970703125,32607.2890625,63.66939926147461,108.9260025024414,6.336299896240234,16.420000076293945,14.789999961853027,69.0199966430664,1335.4000244140625,17.01300048828125,3.194999933242798,3.177000045776367,457.25,2.7260000705718994,89.19000244140625,10458.349609375,-5.3513076011136524,Fall
2018-01-31,11018.7998046875,11058.5,10979.2998046875,11027.7001953125,245900,2823.81005859375,7411.47998046875,26149.390625,23098.2890625,32887.26953125,63.769901275634766,108.73200225830078,6.321100234985352,15.93000030517578,13.539999961853027,69.05000305175781,1339.0,17.20400047302246,2.994999885559082,3.184000015258789,451.75,2.720000028610229,89.12999725341797,10358.849609375,-6.065186522043876,Fall
2018-02-01,11044.5498046875,11117.349609375,10878.7998046875,11016.900390625,306200,2821.97998046875,7385.85986328125,26186.7109375,23486.109375,32642.08984375,63.665000915527344,109.20099639892578,6.2881999015808105,14.109999656677246,13.470000267028809,69.08000183105469,1344.300048828125,17.118000030517578,2.8559999465942383,3.197000026702881,451.0,2.7730000019073486,88.66999816894531,10249.25,-6.967934386320166,Fall
2018-02-02,10938.2001953125,10954.9501953125,10736.099609375,10760.599609375,282700,2762.1298828125,7240.9501953125,25520.9609375,23274.529296875,32601.779296875,63.97499847412109,109.40599822998048,6.298399925231934,15.25,17.309999465942383,68.58000183105469,1333.699951171875,16.676000595092773,2.845999956130981,3.176500082015991,446.75,2.8540000915527344,89.19999694824219,10154.2001953125,-5.635368251544126,Fall
2018-02-05,10604.2998046875,10702.75,10586.7998046875,10666.5498046875,240100,2648.93994140625,6967.52978515625,24345.75,22682.080078125,32245.220703125,64.13249969482422,110.03500366210938,6.307600021362305,16.049999237060547,37.31999969482422,67.62000274658203,1333.0,16.638999938964844,2.746999979019165,3.2105000019073486,440.25,2.7939999103546143,89.55000305175781,10242.650390625,-3.9741005463286174,Fall
2018-02-06,10295.150390625,10594.150390625,10276.2998046875,10498.25,266500,2695.139892578125,7115.8798828125,24912.76953125,21610.240234375,30595.419921875,64.314697265625,109.09500122070312,6.289700031280518,20.020000457763672,29.979999542236328,66.86000061035156,1326.0999755859375,16.54800033569336,2.759000062942505,3.177500009536743,446.25,2.7679998874664307,89.58999633789062,10226.849609375,-2.585196491081847,Fall
2018-02-07,10607.2001953125,10614.0,10446.400390625,10476.7001953125,250400,2681.659912109375,7051.97998046875,24893.349609375,21645.369140625,30323.19921875,63.97999954223633,109.6269989013672,6.28249979019165,19.46999931335449,27.729999542236328,65.51000213623047,1311.5999755859375,16.20599937438965,2.70199990272522,3.076499938964844,460.5,2.844000101089477,90.26000213623048,10421.400390625,-0.5278360901483304,Fall
2018-02-08,10518.5,10637.7998046875,10479.5498046875,10576.849609375,232200,2581.0,6777.16015625,23860.4609375,21890.859375,30451.26953125,64.19999694824219,109.1959991455078,6.267600059509277,17.770000457763672,33.459999084472656,64.80999755859375,1316.9000244140625,16.31399917602539,2.697000026702881,3.072000026702881,456.25,2.8510000705718994,90.2300033569336,10426.849609375,-1.4181916689733824,Fall
2018-02-09,10416.5,10480.2001953125,10398.2001953125,10454.9501953125,191600,2619.550048828125,6874.490234375,24190.900390625,21382.619140625,29507.419921875,64.44049835205078,108.52899932861328,6.326300144195557,19.229999542236328,29.059999465942383,62.790000915527344,1313.0999755859375,16.115999221801758,2.5840001106262207,3.024499893188477,449.0,2.8289999961853027,90.44000244140624,10410.900390625,-0.4213296463836798,Fall
2018-02-12,10518.2001953125,10555.5,10485.400390625,10539.75,217400,2656.0,6981.9599609375,24601.26953125,21382.619140625,29459.630859375,64.2113037109375,108.8000030517578,6.286900043487549,17.8799991607666,25.61000061035156,62.59000015258789,1324.199951171875,16.54800033569336,2.552000045776367,3.077500104904175,464.0,2.8570001125335693,90.20999908447266,10360.150390625,-1.7040215315828173,Fall
2018-02-14,10585.75,10590.5498046875,10456.650390625,10500.900390625,229200,2698.6298828125,7143.6201171875,24893.490234375,21154.169921875,30515.599609375,64.2500991821289,107.76399993896484,6.340000152587891,17.18000030517578,19.26000022888184,64.36000061035156,1355.5,16.857999801635742,2.586999893188477,3.22849988937378,455.75,2.9130001068115234,89.12000274658203,10195.150390625,-2.911655083148562,Fall
2018-02-15,10537.900390625,10618.099609375,10511.0498046875,10545.5,210600,2731.199951171875,7256.43017578125,25200.369140625,21464.98046875,31115.4296875,64.02519989013672,106.58699798583984,6.3460001945495605,16.31999969482422,19.1299991607666,64.33000183105469,1352.0999755859375,16.777000427246094,2.5799999237060547,3.239000082015991,461.75,2.8910000324249268,88.58999633789062,10094.25,-4.279076383291451,Fall
2018-02-16,10596.2001953125,10612.900390625,10434.0498046875,10452.2998046875,184300,2732.219970703125,7239.47021484375,25219.380859375,21720.25,31115.4296875,63.890899658203125,106.11100006103516,6.3471999168396,16.3799991607666,19.459999084472656,64.83999633789062,1353.199951171875,16.69499969482422,2.558000087738037,3.243000030517578,457.75,2.877000093460083,89.0999984741211,10124.349609375,-3.137588869823898,Fall
2018-02-19,10488.900390625,10489.349609375,10302.75,10378.400390625,187300,2732.219970703125,7239.47021484375,25219.380859375,22149.2109375,31115.4296875,64.37999725341797,106.26100158691406,6.340099811553955,16.670000076293945,19.459999084472656,64.83999633789062,1353.199951171875,16.69499969482422,2.558000087738037,3.243000030517578,457.75,2.877000093460083,89.0999984741211,10155.25,-2.1501424326100955,Fall
2018-02-20,10391.0,10429.349609375,10347.650390625,10360.400390625,187700,2716.260009765625,7234.31005859375,24964.75,21925.099609375,30873.630859375,64.50499725341797,106.70899963378906,6.348400115966797,16.8700008392334,20.600000381469727,65.25,1328.800048828125,16.424999237060547,2.615999937057495,3.186000108718872,449.25,2.8929998874664307,89.72000122070312,10114.75,-2.3710511308741125,Fall
2018-02-21,10426.0,10426.099609375,10349.599609375,10397.4501953125,234100,2701.330078125,7218.22998046875,24797.779296875,21970.810546875,31431.890625,64.86499786376953,107.38099670410156,6.346199989318848,15.920000076293944,20.020000457763672,65.41999816894531,1330.0,16.604000091552734,2.6589999198913574,3.2114999294281006,447.25,2.943000078201294,90.08000183105467,9998.0498046875,-3.8413301638613504,Fall
2018-02-22,10354.349609375,10397.5498046875,10340.650390625,10382.7001953125,313600,2703.9599609375,7210.08984375,24962.48046875,21736.439453125,30965.6796875,64.8949966430664,107.55500030517578,6.34660005569458,14.829999923706056,18.71999931335449,66.38999938964844,1330.5999755859375,16.57900047302246,2.634000062942505,3.237499952316284,451.25,2.9170000553131104,89.75,10130.650390625,-2.4275939779258335,Fall
2018-02-23,10408.099609375,10499.099609375,10396.650390625,10491.0498046875,210600,2747.300048828125,7337.39013671875,25309.990234375,21892.779296875,31267.169921875,64.95140075683594,106.81400299072266,6.350200176239014,14.199999809265137,16.489999771118164,67.30999755859375,1328.199951171875,16.47599983215332,2.625,3.2084999084472656,452.25,2.871000051498413,89.87999725341797,10184.150390625,-2.9253451253789153,Fall
2018-02-26,10526.5498046875,10592.9501953125,10520.2001953125,10582.599609375,171900,2779.60009765625,7421.4599609375,25709.26953125,22153.630859375,31498.599609375,64.7030029296875,107.0739974975586,6.327300071716309,13.699999809265137,15.800000190734863,67.5,1330.699951171875,16.54199981689453,2.638999938964844,3.196000099182129,459.5,2.858999967575073,89.81999969482422,10113.7001953125,-4.430852827948886,Fall
2018-02-27,10615.2001953125,10631.650390625,10537.25,10554.2998046875,187500,2744.280029296875,7330.35009765625,25410.029296875,22389.859375,31268.66015625,64.78040313720703,107.06900024414062,6.314099788665772,13.920000076293944,18.59000015258789,66.62999725341797,1315.5,16.34600067138672,2.683000087738037,3.157500028610229,463.25,2.907999992370605,90.36000061035156,10211.7998046875,-3.245122900979986,Fall
2018-02-28,10488.9501953125,10535.5,10461.5498046875,10492.849609375,286000,2713.830078125,7273.009765625,25029.19921875,22068.240234375,30844.720703125,64.91000366210938,107.4260025024414,6.316699981689453,13.8100004196167,19.850000381469727,65.77999877929688,1315.5,16.323999404907227,2.6670000553131104,3.1075000762939453,484.5,2.868000030517578,90.61000061035156,10245.0,-2.362081022809618,Fall
2018-03-01,10479.9501953125,10525.5,10447.150390625,10458.349609375,176000,2677.669921875,7180.56005859375,24608.98046875,21724.470703125,31044.25,65.23999786376953,106.63999938964844,6.330900192260742,14.06999969482422,22.46999931335449,65.70999908447266,1302.9000244140625,16.200000762939453,2.697999954223633,3.0994999408721924,505.5,2.803999900817871,90.31999969482422,10128.400390625,-3.154888018413816,Fall
2018-03-05,10428.2998046875,10428.7001953125,10323.900390625,10358.849609375,194000,2720.93994140625,7330.7099609375,24874.759765625,21042.08984375,29886.390625,65.18669891357422,105.55599975585938,6.350299835205078,15.399999618530272,18.729999542236328,65.54000091552734,1318.0999755859375,16.33799934387207,2.7039999961853027,3.1054999828338623,502.25,2.88100004196167,90.08000183105467,10325.150390625,-0.32531815810417236,Fall
2018-03-06,10420.5,10441.349609375,10215.900390625,10249.25,222900,2728.1201171875,7372.009765625,24884.119140625,21417.759765625,30510.73046875,65.00370025634766,106.25,6.348899841308594,16.25,18.36000061035156,65.79000091552734,1333.5999755859375,16.71500015258789,2.749000072479248,3.13700008392334,502.0,2.877000093460083,89.62000274658203,10331.599609375,0.8034696136302656,Rise
2018-03-07,10232.9501953125,10243.349609375,10141.5498046875,10154.2001953125,249500,2726.800048828125,7396.64990234375,24801.359375,21252.720703125,30196.919921875,64.88999938964844,105.53700256347656,6.3094000816345215,15.699999809265137,17.760000228881836,64.33999633789062,1326.0,16.42799949645996,2.7769999504089355,3.114000082015991,493.0,2.882999897003174,89.63999938964844,10379.349609375,2.2173032807294475,Rise
2018-03-08,10216.25,10270.349609375,10146.400390625,10242.650390625,226400,2738.969970703125,7427.9501953125,24895.2109375,21368.0703125,30654.51953125,64.89119720458984,106.18599700927734,6.324999809265137,14.59000015258789,16.540000915527344,63.61000061035156,1319.9000244140625,16.43600082397461,2.75600004196167,3.058500051498413,494.75,2.865999937057495,90.12000274658205,10402.25,1.5581866342043658,Rise
2018-03-09,10271.2998046875,10296.7001953125,10211.900390625,10226.849609375,186500,2786.570068359375,7560.81005859375,25335.740234375,21469.19921875,30996.2109375,65.09040069580078,106.40599822998048,6.341599941253662,14.529999732971191,14.640000343322754,65.48999786376953,1322.4000244140625,16.54599952697754,2.7320001125335693,3.115999937057495,489.0,2.8940000534057617,90.08999633789062,10417.150390625,1.8607957339623962,Rise
2018-03-12,10301.599609375,10433.650390625,10295.4501953125,10421.400390625,216400,2783.02001953125,7588.31982421875,25178.609375,21824.029296875,31594.330078125,64.96489715576172,106.89099884033205,6.328499794006348,14.489999771118164,15.779999732971191,64.94999694824219,1319.4000244140625,16.47100067138672,2.7780001163482666,3.1040000915527344,489.75,2.869999885559082,89.9000015258789,10458.650390625,0.35743756696566203,Rise
2018-03-13,10389.5,10478.599609375,10377.849609375,10426.849609375,266700,2765.31005859375,7511.009765625,25007.029296875,21968.099609375,31601.44921875,64.94550323486328,106.26000213623048,6.329100131988525,14.460000038146973,16.350000381469727,64.63999938964844,1325.9000244140625,16.55900001525879,2.7860000133514404,3.11899995803833,485.5,2.8480000495910645,89.66000366210938,10480.599609375,0.5154960703727063,Rise
2018-03-14,10393.0498046875,10420.349609375,10336.2998046875,10410.900390625,181400,2749.47998046875,7496.81005859375,24758.119140625,21777.2890625,31435.009765625,64.8281021118164,106.50800323486328,6.320400238037109,14.359999656677246,17.229999542236328,64.88999938964844,1324.4000244140625,16.466999053955078,2.7309999465942383,3.140000104904175,495.75,2.816999912261963,89.69999694824219,10528.349609375,1.1281369943349264,Rise
2018-03-15,10405.4501953125,10420.0,10346.2001953125,10360.150390625,173900,2747.330078125,7481.740234375,24873.66015625,21803.94921875,31541.099609375,64.83679962158203,106.15499877929688,6.315999984741211,14.329999923706056,16.59000015258789,65.12000274658203,1316.800048828125,16.35300064086914,2.680999994277954,3.111000061035156,478.75,2.825999975204468,90.13999938964844,10548.7001953125,1.819952390441364,Rise
2018-03-16,10345.150390625,10346.2998046875,10180.25,10195.150390625,328500,2752.010009765625,7481.990234375,24946.509765625,21676.509765625,31501.970703125,65.01439666748047,106.30899810791016,6.320899963378906,15.220000267028809,15.800000190734863,66.20999908447266,1311.300048828125,16.20199966430664,2.687999963760376,3.0929999351501465,467.75,2.8480000495910645,90.2300033569336,10526.2001953125,3.247130174675191,Rise
2018-03-19,10215.349609375,10224.5498046875,10075.2998046875,10094.25,210200,2712.919921875,7344.240234375,24610.91015625,21480.900390625,31513.759765625,65.06500244140625,105.96900177001952,6.338200092315674,15.81999969482422,19.020000457763672,66.05000305175781,1316.800048828125,16.2549991607666,2.651000022888184,3.069499969482422,450.75,2.845000028610229,89.9000015258789,10565.2998046875,4.666516132327811,Rise
2018-03-20,10051.5498046875,10155.650390625,10049.099609375,10124.349609375,203000,2716.93994140625,7364.2998046875,24727.26953125,21380.970703125,31549.9296875,65.21009826660156,105.99600219726562,6.331600189208984,15.609999656677246,18.200000762939453,67.41999816894531,1311.0999755859375,16.125,2.674999952316284,3.025500059127808,453.0,2.878999948501587,90.37000274658205,10564.0498046875,4.342996955630059,Rise
2018-03-21,10181.9501953125,10227.2998046875,10132.9501953125,10155.25,204800,2711.929931640625,7345.2900390625,24682.310546875,21380.970703125,31414.51953125,65.2323989868164,106.46900177001952,6.332900047302246,15.109999656677246,17.860000610351562,69.47000122070312,1320.699951171875,16.35700035095215,2.638000011444092,3.048500061035156,453.5,2.907000064849853,89.77999877929688,10584.7001953125,4.2288490712931734,Rise
2018-03-22,10167.5,10207.849609375,10105.400390625,10114.75,230500,2643.68994140625,7166.68017578125,23957.890625,21591.990234375,31071.05078125,65.06559753417969,105.9290008544922,6.3206000328063965,15.25,23.34000015258789,68.91000366210938,1326.5999755859375,16.327999114990234,2.617000102996826,3.01200008392334,455.75,2.8320000171661377,89.86000061035156,10614.349609375,4.939317426283398,Rise
2018-03-23,9968.7998046875,10027.7001953125,9951.900390625,9998.0498046875,285700,2588.260009765625,6992.669921875,23533.19921875,20617.859375,30309.2890625,65.16000366210938,104.96800231933594,6.334700107574463,15.550000190734863,24.8700008392334,70.44999694824219,1349.300048828125,16.530000686645508,2.5910000801086426,2.984499931335449,460.25,2.8299999237060547,89.44000244140625,10570.5498046875,5.726116704595613,Rise
2018-03-26,9989.150390625,10143.5,9958.5498046875,10130.650390625,262600,2658.550048828125,7220.5400390625,24202.599609375,20766.099609375,30548.76953125,65.01499938964844,104.85900115966795,6.320000171661377,15.199999809265137,21.030000686645508,70.12000274658203,1354.4000244140625,16.631999969482422,2.618000030517578,2.9605000019073486,454.25,2.8429999351501465,89.02999877929688,10617.7998046875,4.808668696269616,Rise
2018-03-27,10188.0,10207.900390625,10139.650390625,10184.150390625,225700,2612.6201171875,7008.81005859375,23857.7109375,21317.3203125,30790.830078125,64.69499969482422,105.5,6.27239990234375,15.550000190734863,22.5,70.11000061035156,1341.300048828125,16.48900032043457,2.690999984741211,2.991499900817871,449.0,2.7860000133514404,89.37000274658203,10692.2998046875,4.989610272549353,Rise
2018-03-28,10143.599609375,10158.349609375,10096.900390625,10113.7001953125,344400,2605.0,6949.22998046875,23848.419921875,21031.310546875,30022.529296875,64.89550018310547,105.49299621582033,6.281799793243408,15.760000228881836,22.8700008392334,69.52999877929688,1324.199951171875,16.204999923706055,2.697999954223633,2.99399995803833,445.5,2.775000095367432,90.05999755859375,10739.349609375,6.1861574100493515,Rise
2018-04-02,10151.650390625,10220.099609375,10127.75,10211.7998046875,225400,2581.8798828125,6870.1201171875,23644.189453125,21388.580078125,30022.529296875,65.10549926757812,106.31199645996094,6.282199859619141,15.350000381469728,23.6200008392334,67.63999938964844,1342.0999755859375,16.62700080871582,2.683000087738037,3.040499925613404,446.25,2.7320001125335693,90.05000305175781,10718.0498046875,4.957500241706827,Rise
2018-04-03,10186.849609375,10255.349609375,10171.0498046875,10245.0,205300,2614.449951171875,6941.27978515625,24033.359375,21292.2890625,30180.099609375,65.13999938964844,105.79900360107422,6.279399871826172,15.1899995803833,21.100000381469727,68.12000274658203,1332.800048828125,16.347000122070312,2.697000026702881,3.058000087738037,457.5,2.7839999198913574,90.1999969482422,10679.650390625,4.242561157881894,Rise
2018-04-04,10274.599609375,10279.849609375,10111.2998046875,10128.400390625,231100,2644.68994140625,7042.10986328125,24264.30078125,21319.55078125,29518.689453125,64.90499877929688,106.43599700927734,6.288400173187256,16.34000015258789,20.059999465942383,68.0199966430664,1335.800048828125,16.208999633789062,2.7179999351501465,3.006999969482422,455.75,2.7880001068115234,90.13999938964844,10618.25,4.836396572833082,Rise
2018-04-05,10228.4501953125,10331.7998046875,10227.4501953125,10325.150390625,236800,2662.840087890625,7076.5498046875,24505.220703125,21645.419921875,29518.689453125,64.99500274658203,106.77400207519533,6.304200172424316,14.800000190734863,18.940000534057617,68.33000183105469,1324.300048828125,16.31999969482422,2.674999952316284,3.069499969482422,464.75,2.8320000171661377,90.45999908447266,10715.5,3.7805706900833957,Rise
2018-04-06,10322.75,10350.4501953125,10290.849609375,10331.599609375,200200,2604.469970703125,6915.10986328125,23932.759765625,21567.51953125,29844.939453125,64.86150360107422,107.052001953125,6.3024001121521,14.75,21.489999771118164,67.11000061035156,1331.9000244140625,16.332000732421875,2.700999975204468,3.053999900817871,472.25,2.775000095367432,90.11000061035156,10717.7998046875,3.7380484137428045,Rise
2018-04-09,10333.7001953125,10397.7001953125,10328.5,10379.349609375,221600,2613.159912109375,6950.33984375,23979.099609375,21678.259765625,30229.580078125,64.90450286865234,106.96800231933594,6.308599948883057,14.869999885559082,21.770000457763672,68.6500015258789,1336.300048828125,16.499000549316406,2.693000078201294,3.071500062942505,490.75,2.7860000133514404,89.83999633789062,10741.7001953125,3.491072172867286,Rise
2018-04-10,10412.900390625,10424.849609375,10381.5,10402.25,251700,2656.8701171875,7094.2998046875,24408.0,21794.3203125,30728.740234375,64.87000274658203,106.7490005493164,6.305399894714356,14.5,20.46999931335449,71.04000091552734,1342.0,16.56599998474121,2.6559998989105225,3.13100004196167,492.0,2.796999931335449,89.58999633789062,10716.5498046875,3.0214598253983516,Rise
2018-04-11,10428.150390625,10428.150390625,10355.599609375,10417.150390625,250400,2642.18994140625,7069.02978515625,24189.44921875,21687.099609375,30897.7109375,64.92530059814453,107.11299896240234,6.281599998474121,14.720000267028809,20.239999771118164,72.05999755859375,1356.5,16.738000869750977,2.674999952316284,3.111999988555908,487.25,2.789999961853028,89.56999969482422,10806.5,3.7375826860040187,Rise
2018-04-12,10410.650390625,10469.900390625,10395.25,10458.650390625,238600,2663.989990234375,7140.25,24483.05078125,21660.279296875,30831.279296875,65.19000244140625,106.8290023803711,6.268599987030029,14.5600004196167,18.489999771118164,72.0199966430664,1338.4000244140625,16.44300079345703,2.686000108718872,3.059999942779541,481.0,2.8340001106262207,89.75,10806.599609375,3.326903622879461,Rise
2018-04-13,10495.2998046875,10519.900390625,10451.4501953125,10480.599609375,213100,2656.300048828125,7106.64990234375,24360.140625,21778.740234375,30808.380859375,65.27570343017578,107.22200012207033,6.290999889373779,14.140000343322754,17.40999984741211,72.58000183105469,1344.800048828125,16.628000259399414,2.734999895095825,3.067500114440918,472.5,2.8289999961853027,89.80000305175781,10801.849609375,3.065187221851684,Rise
2018-04-16,10398.2998046875,10540.150390625,10396.349609375,10528.349609375,195000,2677.840087890625,7156.27978515625,24573.0390625,21835.529296875,30315.58984375,65.19560241699219,107.4980010986328,6.274099826812744,14.260000228881836,16.559999465942383,71.41999816894531,1347.5,16.66200065612793,2.752000093460083,3.0915000438690186,462.25,2.8320000171661377,89.43000030517578,10741.099609375,2.0207345680329247,Rise
